label,text
ham,"That's cool, I'll come by like <#> ish"
spam,"all the lastest from Stereophonics, Marley, Dizzee Racal, Libertines and The Strokes! Win Nookii games with Flirt!! Click TheMob WAP Bookmark or text WAP to 82468"
ham,Boy; I love u Grl: Hogolo Boy: gold chain kodstini Grl: Agalla Boy: necklace madstini Grl: agalla Boy: Hogli 1 mutai eerulli kodthini! Grl: I love U kano;-)
spam,"I want some cock! My hubby's away, I need a real man 2 satisfy me. Txt WIFE to 89938 for no strings action. (Txt STOP 2 end, txt rec 1.50ea. OTBox 731 LA1 7WS. )"
ham,Tired. I haven't slept well the past few nights.
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203652 Identifier Code: 42810 Expires 29/10/0
ham,I'm fine. Hope you are also
spam,"cmon babe, make me horny, *turn* me on! Txt me your fantasy now babe -) Im hot, sticky and need you now. All replies cost 1.50. 2 cancel send STOP"
ham,"Kate jackson rec center before 7ish, right?"
ham,Don't necessarily expect it to be done before you get back though because I'm just now headin out
ham,So _ pay first lar... Then when is da stock comin...
ham,Daddy will take good care of you :)
ham,When can _ come out?
ham,"Jay wants to work out first, how's 4 sound?"
ham,"aight we can pick some up, you open before tonight?"
ham,"Did you say bold, then torch later. Or one torch and 2bold?"
ham,Anything lor but toa payoh got place 2 walk meh...
ham,"Good afternoon, my boytoy ... How are you feeling today ? Better I hope? Are you being my good boy? Are you my obedient, slave? Do you please your Queen?"
ham,"Buzz! Hey, my Love ! I think of you and hope your day goes well. Did you sleep in ? I miss you babe. I long for the moment we are together again*loving smile*"
ham,Ok i juz receive..
ham,What r u cooking me for dinner?
ham,If i not meeting _ all rite then i'll go home lor. If _ dun feel like comin it's ok.
ham,Ew are you one of them?
ham,"Forgot it takes me 3 years to shower, sorry. Where you at/your phone dead yet?"
ham,No * am working on the ringing u thing but have whole houseful of screaming brats so * am pulling my hair out! Loving u
ham,Oh...i asked for fun. Haha...take care. _
ham,"Hmmm ... I thought we said 2 hours slave, not 3 ... You are late ... How should I punish you ?"
ham,Free any day but i finish at 6 on mon n thurs...
ham,"Babe, I need your advice"
ham,"Sure, if I get an acknowledgement from you that it's astoundingly tactless and generally faggy to demand a blood oath fo"
ham,"I'm in a meeting, call me later at"
ham,S:-)if we have one good partnership going we will take lead:)
spam,You have an important customer service announcement from PREMIER. Call FREEPHONE 0800 542 0578 now!
ham,"Haha I heard that, text me when you're around"
ham,I sent your maga that money yesterday oh.
ham,Spending new years with my brother and his family. Lets plan to meet next week. Are you ready to be spoiled? :)
ham,"Depends on quality. If you want the type i sent boye, faded glory, then about 6. If you want ralphs maybe 2"
ham,Who were those people ? Were you in a tour ? I thought you were doing that sofa thing you sent me ? Your curious sugar
ham,No pic. Please re-send.
ham,"I am real, baby! I want to bring out your inner tigress..."
ham,"It s 6 to get in, is that ok?"
ham,Where are you ? What do you do ? How can you stand to be away from me ? Doesn't your heart ache without me ? Don't you wonder of me ? Don't you crave me ?
ham,Later i guess. I needa do mcat study too.
ham,I attended but nothing is there.
ham,"\Thinking of u ;) x\"""""
ham,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied \Boost is d secret of my energy\"" n instantly d girl shouted \""our energy\"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8"""
ham,"I'm done. I'm sorry. I hope your next space gives you everything you want. Remember all the furniture is yours. If i'm not around when you move it, just lock all the locks and leave the key with jenne."
ham,I'm in inside office..still filling forms.don know when they leave me.
ham,I want to sent <#> mesages today. Thats y. Sorry if i hurts
ham,I want to send something that can sell fast. <#> k is not easy money.
ham,Where is it. Is there any opening for mca.
spam,Ur HMV Quiz cash-balance is currently 500 - to maximize ur cash-in now send HMV1 to 86688 only 150p/msg
ham,oh ya... Got hip hop open. Haha i was thinking can go for jazz then zoom to cine... Actually tonight i'm free leh... And there's a kb lesson tonight
ham,Dear good morning how you feeling dear
ham,"My friend just got here and says he's upping his order by a few grams (he's got $ <#> ), when can you get here?"
ham,"Wa, ur openin sentence very formal... Anyway, i'm fine too, juz tt i'm eatin too much n puttin on weight...Haha... So anythin special happened?"
ham,Do you know what Mallika Sherawat did yesterday? Find out now @ <URL>
spam,"449050000301 You have won a 2,000 price! To claim, call 09050000301."
ham,How much is blackberry bold2 in nigeria.
ham,My trip was ok but quite tiring lor. Uni starts today but it's ok 4 me cos i'm not taking any modules but jus concentrating on my final yr project.
ham,Yar lor... How u noe? U used dat route too?
spam,Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs
ham,"Actually fuck that, just do whatever, do find an excuse to be in tampa at some point before january though"
ham,What * u wearing?
ham,Raviyog Peripherals bhayandar east
ham,I liked the new mobile
ham,"Hurry up, I've been weed-deficient for like three days"
ham,SERIOUSLY. TELL HER THOSE EXACT WORDS RIGHT NOW.
ham,"I'm nt goin, got somethin on, unless they meetin 4 dinner lor... Haha, i wonder who will go tis time..."
ham,Mm yes dear look how i am hugging you both. :-P
ham,I always chat with you. In fact i need money can you raise me?
ham,Haha... can... But i'm having dinner with my cousin...
ham,Yeah whatever lol
ham,"I'll get there at 3, unless you guys want me to come some time sooner"
ham,"\Im on gloucesterroad what are uup to later?\"""""
spam,8007 25p 4 Alfie Moon's Children in Need song on ur mob. Tell ur m8s. Txt TONE CHARITY to 8007 for nokias or POLY CHARITY for polys :zed 08701417012 profit 2 charity
spam,08714712388 between 10am-7pm Cost 10p
ham,Wow v v impressed. Have funs shopping!
ham,How come u got nothing to do?
ham,In e msg jus now. U said thanks for gift.
spam,Want the latest Video handset? 750 anytime any network mins? Half price line rental? Reply or call 08000930705 for delivery tomorrow
ham,Where are the garage keys? They aren't on the bookshelf
ham,Yo come over carlos will be here soon
ham,But i dint slept in afternoon.
ham,"Good stuff, will do."
spam,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com"
ham,Ok then no need to tell me anything i am going to sleep good night
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng"
ham,How have your little darlings been so far this week? Need a coffee run tomo?Can't believe it's that time of week already _
ham,Are u coming to the funeral home
ham,Theyre doing it to lots of places. Only hospitals and medical places are safe.
ham,What about this one then.
ham,Lol well don't do it without me. We could have a big sale together.
ham,Cheers for the card ... Is it that time of year already?
ham,"No shit, but I wasn't that surprised, so I went and spent the evening with that french guy I met in town here and we fooled around a bit but I didn't let him fuck me"
ham,"I hav almost reached. Call, i m unable to connect u."
ham,I dont have i shall buy one dear
ham,Only 2% students solved this CAT question in 'xam... 5+3+2= <#> 9+2+4= <#> 8+6+3= <#> then 7+2+5=????? Tell me the answer if u r brilliant...1thing.i got d answr.
ham,K:)k:)what are detail you want to transfer?acc no enough?
ham,Try to do something dear. You read something for exams
ham,You available now? I'm like right around hillsborough & <#> th
ham,So how's the weather over there?
ham,I think asking for a gym is the excuse for lazy people. I jog.
ham,Not to worry. I'm sure you'll get it.
ham,Shuhui say change 2 suntec steamboat? U noe where? Where r u now?
ham,Jason says it's cool if we pick some up from his place in like an hour
ham,I love to cuddle! I want to hold you in my strong arms right now...
ham,Did you catch the bus ? Are you frying an egg ? Did you make a tea? Are you eating your mom's left over dinner ? Do you feel my Love ?
ham,I just really need shit before tomorrow and I know you won't be awake before like 6
ham,"Waqt se pehle or naseeb se zyada kisi ko kuch nahi milta,Zindgi wo nahi he jo hum sochte hai Zindgi wo hai jo ham jeetey hai.........."
ham,Unlimited texts. Limited minutes.
ham,Gr8. So how do you handle the victoria island traffic. Plus when's the album due
ham,Ok set let u noe e details later...
ham,I tot u outside cos darren say u come shopping. Of course we nice wat. We jus went sim lim look at mp3 player.
ham,Then why no one talking to me
ham,no home work to do meh...
ham,Thank u!
ham,Dunno lei he neva say...
ham,Oh unintentionally not bad timing. Great. Fingers the trains play along! Will give fifteen min warning.
ham,S.i think he is waste for rr..
ham,Ok I'm gonna head up to usf in like fifteen minutes
ham,Nt yet chikku..simple habba..hw abt u?
ham,Bring tat cd don forget
ham,I dont thnk its a wrong calling between us
ham,"Isn't frnd a necesity in life? imagine urself witout a frnd.. hw'd u feel at ur colleg? wat'll u do wth ur cell? wat abt functions? thnk abt events espe'll cared, missed & irritated u? 4wrd it to all those dear-loving frnds wthout whom u cant live.. I jst did it.. Takecare..:) GOODMORNING"
ham,No way I'm going back there!
ham,Only if you promise your getting out as SOON as you can. And you'll text me in the morning to let me know you made it in ok.
ham,"Funny fact Nobody teaches volcanoes 2 erupt, tsunamis 2 arise, hurricanes 2 sway aroundn no 1 teaches hw 2 choose a wife Natural disasters just happens"
ham,Or ill be a little closer like at the bus stop on the same street
spam,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 087187272008 NOW1! Only 10p per minute. BT-national-rate."
ham,Wa... U so efficient... Gee... Thanx...
ham,Oh gei. That happend to me in tron. Maybe ill dl it in 3d when its out
ham,Right it wasnt you who phoned it was someone with a number like yours!
ham,Lol please do. Actually send a pic of yourself right now. I wanna see. Pose with a comb and hair dryer or something.
ham,\HI BABE UAWAKE?FEELLIKW SHIT.JUSTFOUND OUT VIA ALETTER THATMUM GOTMARRIED 4thNOV.BEHIND OURBACKS FUCKINNICE!SELFISH
spam,LORD OF THE RINGS:RETURN OF THE KING in store NOW!REPLY LOTR by 2 June 4 Chance 2 WIN LOTR soundtrack CDs StdTxtRate. Reply STOP to end txts
ham,Hello hun how ru? Its here by the way. Im good. Been on 2 dates with that guy i met in walkabout so far. We have to meet up soon. Hows everyone else?
spam,Do you want a new Video handset? 750 any time any network mins? UNLIMITED TEXT? Camcorder? Reply or Call now 08000930705 for del Sat AM
ham,I wont get concentration dear you know you are my mind and everything :-)
ham,"Awesome, text me when you're restocked"
ham,"So check your errors and if you had difficulties, do correction."
ham,And by when you're done I mean now
