"AUDIT_ID","ACTION_TYPE","ENTITY_TYPE","ENTITY_ID","FIELD_CHANGED","OLD_VALUE","NEW_VALUE","CHANGE_SUMMARY","USER_ID","USER_ROLE","IP_ADDRESS","ACTION_TIMESTAMP"
92,REVIEW_ALERT,ALERT,15066,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: SUSPICIOUS_PATTERN. Priority: HIGH. Joule analysis confirmed velocity anomaly. Proceeding with enhanced investigation.,manager_raghavan,COMPLIANCE_MANAGER,"10.66.218.246",2025-09-26 12:49:54.000
93,REVIEW_ALERT,ALERT,15067,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: COUNTERPARTY_RISK. Priority: HIGH. Joule analysis confirmed geographic risk signal. Proceeding with enhanced investigation.,manager_fernandez,COMPLIANCE_MANAGER,"10.67.219.253",2025-12-15 11:41:44.000
94,ESCALATE_ALERT,ALERT,15067,ASSIGNED_TO,manager_fernandez,senior_okafor,Alert escalated to SENIOR_ANALYST due to HIGH priority. Joule risk score indicates elevated exposure. Requires senior review.,senior_okafor,SENIOR_ANALYST,"10.67.219.253",2025-12-15 13:41:44.000
95,REVIEW_ALERT,ALERT,15068,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: THRESHOLD_BREACH. Priority: HIGH. Joule analysis confirmed counterparty exposure. Proceeding with enhanced investigation.,officer_tanaka,COMPLIANCE_OFFICER,"10.68.220.4",2026-06-16 09:27:12.000
96,ESCALATE_ALERT,ALERT,15068,ASSIGNED_TO,officer_tanaka,manager_raghavan,Alert escalated to COMPLIANCE_MANAGER due to HIGH priority. Joule risk score indicates elevated exposure. Requires senior review.,manager_raghavan,COMPLIANCE_MANAGER,"10.68.220.4",2026-06-16 12:27:12.000
97,REVIEW_ALERT,ALERT,15069,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: SUSPICIOUS_PATTERN. Priority: CRITICAL. Joule analysis confirmed suspicious structuring. Proceeding with enhanced investigation.,officer_dubois,COMPLIANCE_OFFICER,"10.69.221.11",2026-01-10 09:43:46.000
98,REVIEW_ALERT,ALERT,15070,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: VELOCITY_ANOMALY. Priority: CRITICAL. Joule analysis confirmed threshold breach pattern. Proceeding with enhanced investigation.,analyst_chen,AML_ANALYST,"10.70.222.18",2024-01-05 04:50:52.000
99,ESCALATE_ALERT,ALERT,15070,ASSIGNED_TO,analyst_chen,officer_tanaka,Alert escalated to COMPLIANCE_OFFICER due to CRITICAL priority. Joule risk score indicates elevated exposure. Requires senior review.,officer_tanaka,COMPLIANCE_OFFICER,"10.70.222.18",2024-01-05 06:50:52.000
100,REVIEW_ALERT,ALERT,15071,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: HIGH_RISK_GEOGRAPHY. Priority: MEDIUM. Joule analysis confirmed velocity anomaly. Proceeding with standard review.,analyst_patel,AML_ANALYST,"10.71.223.25",2025-11-30 03:21:51.000
101,REVIEW_ALERT,ALERT,15072,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: COUNTERPARTY_RISK. Priority: HIGH. Joule analysis confirmed geographic risk signal. Proceeding with enhanced investigation.,analyst_okonkwo,AML_ANALYST,"10.72.224.32",2025-08-07 16:11:50.000
102,REVIEW_ALERT,ALERT,15073,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: COUNTERPARTY_RISK. Priority: HIGH. Joule analysis confirmed counterparty exposure. Proceeding with enhanced investigation.,analyst_silva,AML_ANALYST,"10.73.225.39",2024-12-29 07:11:15.000
103,ESCALATE_ALERT,ALERT,15073,ASSIGNED_TO,analyst_silva,senior_okafor,Alert escalated to SENIOR_ANALYST due to HIGH priority. Joule risk score indicates elevated exposure. Requires senior review.,senior_okafor,SENIOR_ANALYST,"10.73.225.39",2024-12-29 09:11:15.000
104,REVIEW_ALERT,ALERT,15074,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: HIGH_RISK_GEOGRAPHY. Priority: HIGH. Joule analysis confirmed suspicious structuring. Proceeding with enhanced investigation.,analyst_kim,AML_ANALYST,"10.74.226.46",2024-06-14 12:33:07.000
105,ESCALATE_ALERT,ALERT,15074,ASSIGNED_TO,analyst_kim,manager_raghavan,Alert escalated to COMPLIANCE_MANAGER due to HIGH priority. Joule risk score indicates elevated exposure. Requires senior review.,manager_raghavan,COMPLIANCE_MANAGER,"10.74.226.46",2024-06-14 15:33:07.000
106,REVIEW_ALERT,ALERT,15075,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: COUNTERPARTY_RISK. Priority: HIGH. Joule analysis confirmed threshold breach pattern. Proceeding with enhanced investigation.,senior_marchetti,SENIOR_ANALYST,"10.75.227.53",2025-05-27 14:48:10.000
107,REVIEW_ALERT,ALERT,15076,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: THRESHOLD_BREACH. Priority: HIGH. Joule analysis confirmed velocity anomaly. Proceeding with enhanced investigation.,senior_okafor,SENIOR_ANALYST,"10.76.228.60",2024-01-01 11:36:18.000
108,ESCALATE_ALERT,ALERT,15076,ASSIGNED_TO,senior_okafor,officer_tanaka,Alert escalated to COMPLIANCE_OFFICER due to HIGH priority. Joule risk score indicates elevated exposure. Requires senior review.,officer_tanaka,COMPLIANCE_OFFICER,"10.76.228.60",2024-01-01 13:36:18.000
109,REVIEW_ALERT,ALERT,15077,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: VELOCITY_ANOMALY. Priority: HIGH. Joule analysis confirmed geographic risk signal. Proceeding with enhanced investigation.,manager_raghavan,COMPLIANCE_MANAGER,"10.77.229.67",2024-11-27 09:40:08.000
110,ESCALATE_ALERT,ALERT,15077,ASSIGNED_TO,manager_raghavan,officer_dubois,Alert escalated to COMPLIANCE_OFFICER due to HIGH priority. Joule risk score indicates elevated exposure. Requires senior review.,officer_dubois,COMPLIANCE_OFFICER,"10.77.229.67",2024-11-27 12:40:08.000
111,REVIEW_ALERT,ALERT,15078,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: THRESHOLD_BREACH. Priority: HIGH. Joule analysis confirmed counterparty exposure. Proceeding with enhanced investigation.,manager_fernandez,COMPLIANCE_MANAGER,"10.78.230.74",2025-12-23 02:22:02.000
112,REVIEW_ALERT,ALERT,15079,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: VELOCITY_ANOMALY. Priority: HIGH. Joule analysis confirmed suspicious structuring. Proceeding with enhanced investigation.,officer_tanaka,COMPLIANCE_OFFICER,"10.79.231.81",2025-02-17 08:53:13.000
113,ESCALATE_ALERT,ALERT,15079,ASSIGNED_TO,officer_tanaka,senior_okafor,Alert escalated to SENIOR_ANALYST due to HIGH priority. Joule risk score indicates elevated exposure. Requires senior review.,senior_okafor,SENIOR_ANALYST,"10.79.231.81",2025-02-17 10:53:13.000
114,REVIEW_ALERT,ALERT,15080,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: HIGH_RISK_GEOGRAPHY. Priority: MEDIUM. Joule analysis confirmed threshold breach pattern. Proceeding with standard review.,officer_dubois,COMPLIANCE_OFFICER,"10.80.232.88",2024-08-31 02:08:47.000
115,REVIEW_ALERT,ALERT,15081,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: HIGH_RISK_GEOGRAPHY. Priority: HIGH. Joule analysis confirmed velocity anomaly. Proceeding with enhanced investigation.,analyst_chen,AML_ANALYST,"10.81.233.95",2025-08-27 12:36:33.000
116,REVIEW_ALERT,ALERT,15082,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: COUNTERPARTY_RISK. Priority: HIGH. Joule analysis confirmed geographic risk signal. Proceeding with enhanced investigation.,analyst_patel,AML_ANALYST,"10.82.234.102",2026-04-21 23:11:59.000
117,ESCALATE_ALERT,ALERT,15082,ASSIGNED_TO,analyst_patel,officer_tanaka,Alert escalated to COMPLIANCE_OFFICER due to HIGH priority. Joule risk score indicates elevated exposure. Requires senior review.,officer_tanaka,COMPLIANCE_OFFICER,"10.82.234.102",2026-04-22 01:11:59.000
118,REVIEW_ALERT,ALERT,15083,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: THRESHOLD_BREACH. Priority: MEDIUM. Joule analysis confirmed counterparty exposure. Proceeding with standard review.,analyst_okonkwo,AML_ANALYST,"10.83.235.109",2025-08-08 23:40:28.000
119,REVIEW_ALERT,ALERT,15084,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: HIGH_RISK_GEOGRAPHY. Priority: HIGH. Joule analysis confirmed suspicious structuring. Proceeding with enhanced investigation.,analyst_silva,AML_ANALYST,"10.84.236.116",2025-06-10 17:42:15.000
120,REVIEW_ALERT,ALERT,15085,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: HIGH_RISK_GEOGRAPHY. Priority: CRITICAL. Joule analysis confirmed threshold breach pattern. Proceeding with enhanced investigation.,analyst_kim,AML_ANALYST,"10.85.237.123",2026-06-11 16:50:09.000
121,ESCALATE_ALERT,ALERT,15085,ASSIGNED_TO,analyst_kim,senior_okafor,Alert escalated to SENIOR_ANALYST due to CRITICAL priority. Joule risk score indicates elevated exposure. Requires senior review.,senior_okafor,SENIOR_ANALYST,"10.85.237.123",2026-06-11 18:50:09.000
122,REVIEW_ALERT,ALERT,15086,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: THRESHOLD_BREACH. Priority: HIGH. Joule analysis confirmed velocity anomaly. Proceeding with enhanced investigation.,senior_marchetti,SENIOR_ANALYST,"10.86.238.130",2025-08-04 22:01:18.000
123,ESCALATE_ALERT,ALERT,15086,ASSIGNED_TO,senior_marchetti,manager_raghavan,Alert escalated to COMPLIANCE_MANAGER due to HIGH priority. Joule risk score indicates elevated exposure. Requires senior review.,manager_raghavan,COMPLIANCE_MANAGER,"10.86.238.130",2025-08-05 01:01:18.000
124,REVIEW_ALERT,ALERT,15087,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: VELOCITY_ANOMALY. Priority: CRITICAL. Joule analysis confirmed geographic risk signal. Proceeding with enhanced investigation.,senior_okafor,SENIOR_ANALYST,"10.87.239.137",2025-12-30 16:32:58.000
125,REVIEW_ALERT,ALERT,15088,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: HIGH_RISK_GEOGRAPHY. Priority: MEDIUM. Joule analysis confirmed counterparty exposure. Proceeding with standard review.,manager_raghavan,COMPLIANCE_MANAGER,"10.88.240.144",2024-11-20 22:43:32.000
126,REVIEW_ALERT,ALERT,15089,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: THRESHOLD_BREACH. Priority: HIGH. Joule analysis confirmed suspicious structuring. Proceeding with enhanced investigation.,manager_fernandez,COMPLIANCE_MANAGER,"10.89.241.151",2025-04-28 02:41:44.000
127,ESCALATE_ALERT,ALERT,15089,ASSIGNED_TO,manager_fernandez,officer_dubois,Alert escalated to COMPLIANCE_OFFICER due to HIGH priority. Joule risk score indicates elevated exposure. Requires senior review.,officer_dubois,COMPLIANCE_OFFICER,"10.89.241.151",2025-04-28 05:41:44.000
128,REVIEW_ALERT,ALERT,15090,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: THRESHOLD_BREACH. Priority: MEDIUM. Joule analysis confirmed threshold breach pattern. Proceeding with standard review.,officer_tanaka,COMPLIANCE_OFFICER,"10.90.242.158",2024-02-21 04:48:16.000
129,REVIEW_ALERT,ALERT,15091,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: COUNTERPARTY_RISK. Priority: CRITICAL. Joule analysis confirmed velocity anomaly. Proceeding with enhanced investigation.,officer_dubois,COMPLIANCE_OFFICER,"10.91.243.165",2026-03-14 10:43:30.000
130,ESCALATE_ALERT,ALERT,15091,ASSIGNED_TO,officer_dubois,senior_okafor,Alert escalated to SENIOR_ANALYST due to CRITICAL priority. Joule risk score indicates elevated exposure. Requires senior review.,senior_okafor,SENIOR_ANALYST,"10.91.243.165",2026-03-14 12:43:30.000
131,REVIEW_ALERT,ALERT,15092,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: HIGH_RISK_GEOGRAPHY. Priority: MEDIUM. Joule analysis confirmed geographic risk signal. Proceeding with standard review.,analyst_chen,AML_ANALYST,"10.92.244.172",2024-07-16 10:11:57.000
132,REVIEW_ALERT,ALERT,15093,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: THRESHOLD_BREACH. Priority: CRITICAL. Joule analysis confirmed counterparty exposure. Proceeding with enhanced investigation.,analyst_patel,AML_ANALYST,"10.93.245.179",2024-06-30 07:19:27.000
133,REVIEW_ALERT,ALERT,15094,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: THRESHOLD_BREACH. Priority: MEDIUM. Joule analysis confirmed suspicious structuring. Proceeding with standard review.,analyst_okonkwo,AML_ANALYST,"10.94.246.186",2025-08-14 00:00:50.000
134,REVIEW_ALERT,ALERT,15095,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: COUNTERPARTY_RISK. Priority: HIGH. Joule analysis confirmed threshold breach pattern. Proceeding with enhanced investigation.,analyst_silva,AML_ANALYST,"10.95.247.193",2025-01-07 20:29:48.000
135,ESCALATE_ALERT,ALERT,15095,ASSIGNED_TO,analyst_silva,officer_dubois,Alert escalated to COMPLIANCE_OFFICER due to HIGH priority. Joule risk score indicates elevated exposure. Requires senior review.,officer_dubois,COMPLIANCE_OFFICER,"10.95.247.193",2025-01-07 23:29:48.000
136,REVIEW_ALERT,ALERT,15096,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: THRESHOLD_BREACH. Priority: MEDIUM. Joule analysis confirmed velocity anomaly. Proceeding with standard review.,analyst_kim,AML_ANALYST,"10.96.248.200",2026-04-21 15:30:09.000
137,REVIEW_ALERT,ALERT,15097,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: SUSPICIOUS_PATTERN. Priority: MEDIUM. Joule analysis confirmed geographic risk signal. Proceeding with standard review.,senior_marchetti,SENIOR_ANALYST,"10.97.249.207",2025-11-19 20:42:03.000
138,REVIEW_ALERT,ALERT,15098,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: THRESHOLD_BREACH. Priority: HIGH. Joule analysis confirmed counterparty exposure. Proceeding with enhanced investigation.,senior_okafor,SENIOR_ANALYST,"10.98.250.214",2025-08-22 02:13:31.000
139,ESCALATE_ALERT,ALERT,15098,ASSIGNED_TO,senior_okafor,manager_raghavan,Alert escalated to COMPLIANCE_MANAGER due to HIGH priority. Joule risk score indicates elevated exposure. Requires senior review.,manager_raghavan,COMPLIANCE_MANAGER,"10.98.250.214",2025-08-22 05:13:31.000
140,REVIEW_ALERT,ALERT,15099,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: VELOCITY_ANOMALY. Priority: CRITICAL. Joule analysis confirmed suspicious structuring. Proceeding with enhanced investigation.,manager_raghavan,COMPLIANCE_MANAGER,"10.99.251.221",2024-06-23 10:09:58.000
141,REVIEW_ALERT,ALERT,15100,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: COUNTERPARTY_RISK. Priority: MEDIUM. Joule analysis confirmed threshold breach pattern. Proceeding with standard review.,manager_fernandez,COMPLIANCE_MANAGER,"10.50.252.228",2024-02-06 02:53:44.000
142,REVIEW_ALERT,ALERT,15101,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: HIGH_RISK_GEOGRAPHY. Priority: HIGH. Joule analysis confirmed velocity anomaly. Proceeding with enhanced investigation.,officer_tanaka,COMPLIANCE_OFFICER,"10.51.253.235",2024-12-07 21:15:32.000
143,ESCALATE_ALERT,ALERT,15101,ASSIGNED_TO,officer_tanaka,officer_dubois,Alert escalated to COMPLIANCE_OFFICER due to HIGH priority. Joule risk score indicates elevated exposure. Requires senior review.,officer_dubois,COMPLIANCE_OFFICER,"10.51.253.235",2024-12-08 00:15:32.000
144,REVIEW_ALERT,ALERT,15102,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: THRESHOLD_BREACH. Priority: CRITICAL. Joule analysis confirmed geographic risk signal. Proceeding with enhanced investigation.,officer_dubois,COMPLIANCE_OFFICER,"10.52.254.242",2025-10-13 21:12:30.000
145,REVIEW_ALERT,ALERT,15103,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: HIGH_RISK_GEOGRAPHY. Priority: HIGH. Joule analysis confirmed counterparty exposure. Proceeding with enhanced investigation.,analyst_chen,AML_ANALYST,"10.53.255.249",2025-11-06 13:08:52.000
146,ESCALATE_ALERT,ALERT,15103,ASSIGNED_TO,analyst_chen,senior_okafor,Alert escalated to SENIOR_ANALYST due to HIGH priority. Joule risk score indicates elevated exposure. Requires senior review.,senior_okafor,SENIOR_ANALYST,"10.53.255.249",2025-11-06 15:08:52.000
147,REVIEW_ALERT,ALERT,15104,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: HIGH_RISK_GEOGRAPHY. Priority: HIGH. Joule analysis confirmed suspicious structuring. Proceeding with enhanced investigation.,analyst_patel,AML_ANALYST,"10.54.0.0",2025-03-24 05:56:41.000
148,ESCALATE_ALERT,ALERT,15104,ASSIGNED_TO,analyst_patel,manager_raghavan,Alert escalated to COMPLIANCE_MANAGER due to HIGH priority. Joule risk score indicates elevated exposure. Requires senior review.,manager_raghavan,COMPLIANCE_MANAGER,"10.54.0.0",2025-03-24 08:56:41.000
149,REVIEW_ALERT,ALERT,15105,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: SUSPICIOUS_PATTERN. Priority: CRITICAL. Joule analysis confirmed threshold breach pattern. Proceeding with enhanced investigation.,analyst_okonkwo,AML_ANALYST,"10.55.1.7",2026-01-09 14:36:38.000
150,REVIEW_ALERT,ALERT,15106,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: HIGH_RISK_GEOGRAPHY. Priority: CRITICAL. Joule analysis confirmed velocity anomaly. Proceeding with enhanced investigation.,analyst_silva,AML_ANALYST,"10.56.2.14",2025-01-28 14:42:26.000
151,ESCALATE_ALERT,ALERT,15106,ASSIGNED_TO,analyst_silva,officer_tanaka,Alert escalated to COMPLIANCE_OFFICER due to CRITICAL priority. Joule risk score indicates elevated exposure. Requires senior review.,officer_tanaka,COMPLIANCE_OFFICER,"10.56.2.14",2025-01-28 16:42:26.000
152,REVIEW_ALERT,ALERT,15107,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: COUNTERPARTY_RISK. Priority: CRITICAL. Joule analysis confirmed geographic risk signal. Proceeding with enhanced investigation.,analyst_kim,AML_ANALYST,"10.57.3.21",2024-11-26 17:38:53.000
153,ESCALATE_ALERT,ALERT,15107,ASSIGNED_TO,analyst_kim,officer_dubois,Alert escalated to COMPLIANCE_OFFICER due to CRITICAL priority. Joule risk score indicates elevated exposure. Requires senior review.,officer_dubois,COMPLIANCE_OFFICER,"10.57.3.21",2024-11-26 20:38:53.000
154,REVIEW_ALERT,ALERT,15108,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: COUNTERPARTY_RISK. Priority: HIGH. Joule analysis confirmed counterparty exposure. Proceeding with enhanced investigation.,senior_marchetti,SENIOR_ANALYST,"10.58.4.28",2025-10-25 08:55:45.000
155,REVIEW_ALERT,ALERT,15109,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: COUNTERPARTY_RISK. Priority: MEDIUM. Joule analysis confirmed suspicious structuring. Proceeding with standard review.,senior_okafor,SENIOR_ANALYST,"10.59.5.35",2024-09-27 01:23:33.000
156,REVIEW_ALERT,ALERT,15110,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: COUNTERPARTY_RISK. Priority: HIGH. Joule analysis confirmed threshold breach pattern. Proceeding with enhanced investigation.,manager_raghavan,COMPLIANCE_MANAGER,"10.60.6.42",2024-07-13 15:36:03.000
157,ESCALATE_ALERT,ALERT,15110,ASSIGNED_TO,manager_raghavan,manager_raghavan,Alert escalated to COMPLIANCE_MANAGER due to HIGH priority. Joule risk score indicates elevated exposure. Requires senior review.,manager_raghavan,COMPLIANCE_MANAGER,"10.60.6.42",2024-07-13 18:36:03.000
158,REVIEW_ALERT,ALERT,15111,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: THRESHOLD_BREACH. Priority: CRITICAL. Joule analysis confirmed velocity anomaly. Proceeding with enhanced investigation.,manager_fernandez,COMPLIANCE_MANAGER,"10.61.7.49",2025-12-01 08:16:01.000
159,REVIEW_ALERT,ALERT,15112,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: SUSPICIOUS_PATTERN. Priority: MEDIUM. Joule analysis confirmed geographic risk signal. Proceeding with standard review.,officer_tanaka,COMPLIANCE_OFFICER,"10.62.8.56",2025-05-13 23:06:14.000
160,REVIEW_ALERT,ALERT,15113,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: COUNTERPARTY_RISK. Priority: MEDIUM. Joule analysis confirmed counterparty exposure. Proceeding with standard review.,officer_dubois,COMPLIANCE_OFFICER,"10.63.9.63",2025-08-10 00:24:42.000
161,REVIEW_ALERT,ALERT,15114,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: HIGH_RISK_GEOGRAPHY. Priority: HIGH. Joule analysis confirmed suspicious structuring. Proceeding with enhanced investigation.,analyst_chen,AML_ANALYST,"10.64.10.70",2025-09-16 08:43:20.000
162,REVIEW_ALERT,ALERT,15115,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: HIGH_RISK_GEOGRAPHY. Priority: MEDIUM. Joule analysis confirmed threshold breach pattern. Proceeding with standard review.,analyst_patel,AML_ANALYST,"10.65.11.77",2026-03-05 20:23:15.000
163,REVIEW_ALERT,ALERT,15116,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: SUSPICIOUS_PATTERN. Priority: CRITICAL. Joule analysis confirmed velocity anomaly. Proceeding with enhanced investigation.,analyst_okonkwo,AML_ANALYST,"10.66.12.84",2025-04-30 18:12:10.000
164,ESCALATE_ALERT,ALERT,15116,ASSIGNED_TO,analyst_okonkwo,manager_raghavan,Alert escalated to COMPLIANCE_MANAGER due to CRITICAL priority. Joule risk score indicates elevated exposure. Requires senior review.,manager_raghavan,COMPLIANCE_MANAGER,"10.66.12.84",2025-04-30 21:12:10.000
165,REVIEW_ALERT,ALERT,15117,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: VELOCITY_ANOMALY. Priority: CRITICAL. Joule analysis confirmed geographic risk signal. Proceeding with enhanced investigation.,analyst_silva,AML_ANALYST,"10.67.13.91",2025-03-08 18:04:34.000
166,REVIEW_ALERT,ALERT,15118,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: COUNTERPARTY_RISK. Priority: CRITICAL. Joule analysis confirmed counterparty exposure. Proceeding with enhanced investigation.,analyst_kim,AML_ANALYST,"10.68.14.98",2024-07-08 02:45:39.000
