"EXPLANATION_ID","ALERT_ID","TRANSACTION_ID","COMPANY_ID","EXPLANATION_TYPE","EXPLANATION_TEXT","CONFIDENCE_SCORE","INPUT_CONTEXT","MODEL_VERSION","USER_RATING","USER_FEEDBACK","GENERATED_AT"
20132,15132,128090,1153,ALERT_SUMMARY,Moderate increase in transaction frequency observed over the past 7 days compared to the 90-day baseline.,0.8832,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20133,15133,103593,4407,RECOMMENDATION,Review transaction documentation and verify business purpose. Update monitoring watchlist if pattern continues.,0.7640,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20134,15134,30028,4637,RISK_DRIVER,"Key risk factors: Counterparty risk score 61, no sanctions match, moderate destination jurisdiction (score: 50), EXPIRED KYC status.",0.7631,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20135,15135,45892,599,RECOMMENDATION,Request transaction purpose documentation from client. Verify beneficiary details. Assess whether EDD review is required.,0.8597,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20136,15136,18043,2038,RECOMMENDATION,Review transaction documentation and verify business purpose. Update monitoring watchlist if pattern continues.,0.7862,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20137,15137,48774,210,RECOMMENDATION,Suspend transaction processing. Conduct emergency counterparty screening. Notify Financial Crime Operations within 2 hours.,0.7684,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20138,15138,93224,2304,ALERT_SUMMARY,"Transaction amount of $114,000 significantly exceeds the company's 90-day average of $38,000, triggering a critical threshold breach alert requiring immediate review.",0.7658,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20139,15139,118394,3940,ALERT_SUMMARY,Transaction amount breaches the high-value monitoring threshold. Amount is 2.9x above the company's historical monthly average.,0.9053,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20140,15140,6092,4930,ALERT_SUMMARY,Counterparty is domiciled in a high-risk jurisdiction with prior adverse media flags. Enhanced counterparty due diligence is required.,0.8429,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20141,15141,5547,1972,RECOMMENDATION,Request transaction purpose documentation from client. Verify beneficiary details. Assess whether EDD review is required.,0.8066,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20142,15142,91373,2278,RECOMMENDATION,Assign to AML analyst for priority review within 24 hours. Request supporting documentation from relationship manager. Assess SAR filing requirement.,0.7591,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20143,15143,32993,1238,ALERT_SUMMARY,Cross-border transaction involves a high-risk corridor. Destination country carries elevated AML risk due to weak regulatory framework.,0.8464,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20144,15144,125721,4209,RECOMMENDATION,Request transaction purpose documentation from client. Verify beneficiary details. Assess whether EDD review is required.,0.8800,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20145,15145,52513,2372,RISK_DRIVER,"Key risk factors: High-risk destination country (score: 52), no sanctions exposure, moderate transaction size (score: 50), cross-border routing.",0.9650,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20146,15146,104291,439,ALERT_SUMMARY,Counterparty is domiciled in a high-risk jurisdiction with prior adverse media flags. Enhanced counterparty due diligence is required.,0.9040,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20147,15147,14005,3472,RISK_DRIVER,"Key risk factors: Pattern match confidence 6% (score: 5), moderate amount profile (score: 45), moderate counterparty risk (score: 23).",0.8049,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20148,15148,66753,2681,RISK_DRIVER,"Key risk factors: Transaction velocity 1.9x above daily baseline (score: 17), anomalous behavioral pattern (score: 84), moderate geography (score: 43).",0.7801,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20149,15149,62184,4492,RECOMMENDATION,Suspend transaction processing. Conduct emergency counterparty screening. Notify Financial Crime Operations within 2 hours.,0.8190,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20150,15150,61699,2937,RISK_DRIVER,"Key risk factors: Pattern match confidence 18% (score: 15), moderate amount profile (score: 34), moderate counterparty risk (score: 45).",0.9637,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20151,15151,9265,4661,ALERT_SUMMARY,"Transaction pattern matches known structuring typology: multiple sub-threshold transfers to different beneficiaries within 48 hours, consistent with layering activity.",0.7521,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20152,15152,113365,4084,RECOMMENDATION,Standard review required within 5 business days. Confirm transaction aligns with client's stated business activity.,0.9796,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20153,15153,48645,2430,ALERT_SUMMARY,"Abnormal transaction velocity detected: 15 transactions initiated within 24 hours, far exceeding the company's baseline daily average. Pattern is consistent with rapid fund movement.",0.7668,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20154,15154,119101,3204,ALERT_SUMMARY,Behavioral pattern anomaly detected. Transaction characteristics deviate significantly from the company's established baseline profile.,0.8664,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20155,15155,120430,1490,ALERT_SUMMARY,Transaction amount is above the standard monitoring threshold. No prior threshold breaches recorded for this company in the last 90 days.,0.9646,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20156,15156,143693,1287,ALERT_SUMMARY,"Transaction pattern matches known structuring typology: multiple sub-threshold transfers to different beneficiaries within 48 hours, consistent with layering activity.",0.9522,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20157,15157,28802,1584,RISK_DRIVER,"Key risk factors: High-risk destination country (score: 93), no sanctions exposure, high transaction size (score: 65), cross-border routing.",0.8155,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20158,15158,70507,203,RISK_DRIVER,"Key risk factors: Transaction velocity 2.5x above daily baseline (score: 24), moderate behavioral pattern (score: 3), moderate geography (score: 26).",0.9418,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20159,15159,85848,4392,RECOMMENDATION,Request transaction purpose documentation from client. Verify beneficiary details. Assess whether EDD review is required.,0.8196,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20160,15160,78376,470,RECOMMENDATION,Review transaction documentation and verify business purpose. Update monitoring watchlist if pattern continues.,0.8717,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20161,15161,2665,811,RECOMMENDATION,Suspend transaction processing. Conduct emergency counterparty screening. Notify Financial Crime Operations within 2 hours.,0.9379,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20162,15162,102490,1256,RISK_DRIVER,"Key risk factors: Amount 1.9x above baseline average (score: 56), moderate geographic exposure (score: 50), elevated transaction frequency (score: 94).",0.9643,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20163,15163,16903,3509,ALERT_SUMMARY,Transaction amount breaches the high-value monitoring threshold. Amount is 2.9x above the company's historical monthly average.,0.9660,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20164,15164,104264,3136,ALERT_SUMMARY,Behavioral pattern anomaly detected. Transaction characteristics deviate significantly from the company's established baseline profile.,0.8108,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20165,15165,61510,4203,ALERT_SUMMARY,Transaction frequency spike detected. Company has exceeded its typical weekly transaction count within a single day.,0.9208,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20166,15166,39655,168,ALERT_SUMMARY,Transaction amount breaches the high-value monitoring threshold. Amount is 2.7x above the company's historical monthly average.,0.8126,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20167,15167,22212,489,RECOMMENDATION,Suspend transaction processing. Conduct emergency counterparty screening. Notify Financial Crime Operations within 2 hours.,0.7984,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20168,15168,53431,4975,RISK_DRIVER,"Key risk factors: Amount 2.4x above baseline average (score: 71), moderate geographic exposure (score: 28), normal transaction frequency (score: 14).",0.7968,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20169,15169,52629,3354,RECOMMENDATION,Review transaction documentation and verify business purpose. Update monitoring watchlist if pattern continues.,0.9462,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20170,15170,80012,1991,RECOMMENDATION,Conduct enhanced due diligence on counterparty. Review last 90 days of transaction history for related patterns. Update risk profile.,0.8624,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20171,15171,88161,524,ALERT_SUMMARY,Cross-border transaction involves a high-risk corridor. Destination country carries elevated AML risk due to weak regulatory framework.,0.7712,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20172,15172,88095,4053,RISK_DRIVER,"Key risk factors: Counterparty risk score 17, no sanctions match, moderate destination jurisdiction (score: 48), VERIFIED KYC status.",0.9408,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20173,15173,40495,1362,ALERT_SUMMARY,Minor pattern deviation noted. Transaction subtype and beneficiary combination is atypical for this company segment.,0.7508,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20174,15174,125210,3316,ALERT_SUMMARY,Transaction frequency spike detected. Company has exceeded its typical weekly transaction count within a single day.,0.8965,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20175,15175,136074,3337,RISK_DRIVER,"Key risk factors: High-risk destination country (score: 23), active sanctions exposure, moderate transaction size (score: 44), cross-border routing.",0.7872,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20176,15176,97745,439,RISK_DRIVER,"Key risk factors: Pattern match confidence 97% (score: 81), high amount profile (score: 57), elevated counterparty risk (score: 60).",0.8769,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20177,15177,46023,270,RISK_DRIVER,"Key risk factors: Counterparty risk score 19, no sanctions match, elevated destination jurisdiction (score: 76), VERIFIED KYC status.",0.8790,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20178,15178,98841,2767,ALERT_SUMMARY,Transaction destination country carries medium geographic risk. Standard enhanced monitoring applied.,0.7673,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20179,15179,133207,2561,RECOMMENDATION,Conduct enhanced due diligence on counterparty. Review last 90 days of transaction history for related patterns. Update risk profile.,0.9579,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20180,15180,16773,4852,RECOMMENDATION,Log for trend monitoring. No immediate action required unless pattern repeats within 30 days.,0.7583,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20181,15181,14542,4203,RISK_DRIVER,"Key risk factors: Pattern match confidence 99% (score: 83), high amount profile (score: 57), moderate counterparty risk (score: 28).",0.8840,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20182,15182,27067,356,ALERT_SUMMARY,"Abnormal transaction velocity detected: 15 transactions initiated within 24 hours, far exceeding the company's baseline daily average. Pattern is consistent with rapid fund movement.",0.8489,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20183,15183,43179,3638,ALERT_SUMMARY,"Transaction pattern matches known structuring typology: multiple sub-threshold transfers to different beneficiaries within 48 hours, consistent with layering activity.",0.8209,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20184,15184,30320,2701,ALERT_SUMMARY,Transaction routed through a high-risk jurisdiction flagged on the FATF grey list. Destination country has active sanctions exposure and a corruption index below 30.,0.9568,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20185,15185,129609,4878,ALERT_SUMMARY,Transaction amount breaches the high-value monitoring threshold. Amount is 2.9x above the company's historical monthly average.,0.9069,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20186,15186,64540,3678,RECOMMENDATION,Log for trend monitoring. No immediate action required unless pattern repeats within 30 days.,0.7736,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20187,15187,135728,4107,RECOMMENDATION,Review transaction documentation and verify business purpose. Update monitoring watchlist if pattern continues.,0.9534,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20188,15188,35854,2100,RISK_DRIVER,"Key risk factors: Amount 1.9x above baseline average (score: 58), moderate geographic exposure (score: 12), elevated transaction frequency (score: 61).",0.9740,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20189,15189,108811,1304,RECOMMENDATION,Log for trend monitoring. No immediate action required unless pattern repeats within 30 days.,0.7855,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20190,15190,90185,1589,ALERT_SUMMARY,Behavioral pattern anomaly detected. Transaction characteristics deviate significantly from the company's established baseline profile.,0.9489,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20191,15191,96120,2333,ALERT_SUMMARY,Transaction routed through a high-risk jurisdiction flagged on the FATF grey list. Destination country has active sanctions exposure and a corruption index below 30.,0.9527,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20192,15192,34567,2018,ALERT_SUMMARY,"Transaction amount of $109,200 significantly exceeds the company's 90-day average of $36,400, triggering a critical threshold breach alert requiring immediate review.",0.7913,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20193,15193,149949,3567,RISK_DRIVER,"Key risk factors: Amount 2.1x above baseline average (score: 62), moderate geographic exposure (score: 12), normal transaction frequency (score: 24).",0.9299,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20194,15194,12188,846,RISK_DRIVER,"Key risk factors: Transaction velocity 2.2x above daily baseline (score: 4), anomalous behavioral pattern (score: 88), elevated geography (score: 79).",0.9345,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20195,15195,118774,4711,RECOMMENDATION,Request transaction purpose documentation from client. Verify beneficiary details. Assess whether EDD review is required.,0.9365,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20196,15196,40182,1872,RISK_DRIVER,"Key risk factors: Transaction velocity 1.9x above daily baseline (score: 1), anomalous behavioral pattern (score: 95), moderate geography (score: 20).",0.7866,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20197,15197,42213,1995,RECOMMENDATION,Conduct enhanced due diligence on counterparty. Review last 90 days of transaction history for related patterns. Update risk profile.,0.7749,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20198,15198,118495,3002,ALERT_SUMMARY,Transaction amount breaches the high-value monitoring threshold. Amount is 2.7x above the company's historical monthly average.,0.9475,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20199,15199,76221,468,ALERT_SUMMARY,Counterparty is domiciled in a high-risk jurisdiction with prior adverse media flags. Enhanced counterparty due diligence is required.,0.7959,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20200,15200,81871,2962,RISK_DRIVER,"Key risk factors: Pattern match confidence 99% (score: 92), moderate amount profile (score: 45), moderate counterparty risk (score: 25).",0.8304,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20201,15201,27112,4234,ALERT_SUMMARY,Transaction amount breaches the high-value monitoring threshold. Amount is 2.8x above the company's historical monthly average.,0.8013,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20202,15202,50519,408,RECOMMENDATION,Review transaction documentation and verify business purpose. Update monitoring watchlist if pattern continues.,0.7944,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20203,15203,35131,193,RISK_DRIVER,"Key risk factors: High-risk destination country (score: 24), no sanctions exposure, high transaction size (score: 53), cross-border routing.",0.8141,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
